,Unnamed: 0,songs,lyrics,arousal stream,valence stream
10,10,XMarksTheSpot.txt,"(So I reach for it)

Stare into darkness, staring at doom
My heart go boom, bo-boom boom
Stare into darkness, admit defeat
Coming home and I'm finding no peace

And I know, and I know and I know
I know I'm out of luck
And I know, and I know and I know
I know what you've got

I put my hands up to the sky, the feeling is like
I've got a rocketship that I want to ride
I put my hands up to the sky, the feeling is like
Wherever you are, I'll find that treasure

(So I reach for it) Wherever you are, I'll find that treasure
(So I reach for it)

Stare into darkness, staring at doom
You make my heart go boom, bo-boom boom
Superhero, a masterpiece
Been innocent but a sinner in me

And I know, and I know and I know
I know I'm in luck
And I know, and I know and I know
I know when I'm not

I just put my hands up to the sky, I'm feeling like
I've got a rocketship that I want to ride
I put my hands up to the sky, the feeling is like
Wherever you are, I'll find that treasure

I just put my hands up to the sky, the feeling is like
I've got a rocket, eyes on the prize
I put my hands up to the sky, I'm gonna find
Wherever you are, I'll find that treasure

(So I reach for it) Wherever you are, I'll find that treasure
(So I reach for it) Wherever you are, I'll find that treasure
(So I reach for it) And I know, and I know, and I know
(So I reach for it) I know what I've got
X marks the spot

I just put my hands up to the sky, I'm feeling like
I've got a rocketship that I want to ride
I put my hands up to the sky, the feeling is like
Wherever you are, I'll find that treasure

I just put my hands up to the sky, I'm feeling like
I've got a rocketship that I want to ride
I put my hands up to the sky, the feeling is like
Wherever you are, I'll find that treasure


 ","[5.74, 4.86, 5.815218658892128, 4.844098360655738, 4.73602253198396, 6.1, 6.5930886850152906, 6.1, 5.856140350877192, 5.941253412834806, 5.81534026400383, 5.941253412834806, 6.30541237113402, 6.078773439223474, 5.74, 4.86, 5.896299271158709, 0.0, 4.21, 6.1, 6.5930886850152906, 6.1, 6.1, 5.941253412834806, 5.81534026400383, 5.941253412834806, 6.30541237113402, 5.941253412834806, 6.530084190832554, 5.576967549843591, 6.30541237113402, 6.078773439223474, 6.078773439223474, 5.920645161290322, 5.8169844170515335, 5.178896551724138, 5.941253412834806, 5.81534026400383, 5.941253412834806, 6.30541237113402, 5.941253412834806, 5.81534026400383, 5.941253412834806, 6.30541237113402, 0.0]","[5.61, 5.83, 7.385565217391303, 3.5050458715596324, 7.20201753200537, 6.38, 5.870494296577947, 6.38, 6.1465151515151515, 4.59595271347864, 5.652386296046632, 4.59595271347864, 7.502035928143712, 7.154309721478306, 5.61, 5.83, 6.490807182605702, 0.0, 6.51, 6.38, 5.870494296577947, 6.38, 6.38, 4.59595271347864, 5.652386296046632, 4.59595271347864, 7.502035928143712, 4.59595271347864, 5.664335753610467, 4.947833636078923, 7.502035928143712, 7.154309721478306, 7.154309721478306, 6.0115, 5.979513258523337, 4.418263027295286, 4.59595271347864, 5.652386296046632, 4.59595271347864, 7.502035928143712, 4.59595271347864, 5.652386296046632, 4.59595271347864, 7.502035928143712, 0.0]"
11,11,Amsterdam.txt,"Come on, oh my star is fading 
And I swerve out of control
If I, if I'd only waited
I'd not be stuck here in this hole 
Come here, oh my star is fading
And I swerve out of control
And I swear, I waited and waited
I've got to get out of this hole

But time is on your side, its on your side, now
Not pushing you down, and all around
It's no cause for concern

Come on, oh my star is fading
And I see no chance of release
And I know I'm dead on the surface
But I am screaming underneath

And time is on your side, its on your side, now
Not pushing you down, and all around
No it's no cause for concern

Stuck on the end of this ball and chain
And I'm on my way back down again
Stood on the edge, tied to the noose
Sick to the stomach

You can say what you mean
But it won't change a thing
I'm sick of the secrets
Stood on the edge, tied to the noose
And you came along and you cut me loose
You came along and you cut me loose
You came along and you cut me loose","[5.83, 6.1, 0.0, 0.0, 5.83, 6.1, 0.0, 5.783937007874016, 4.64, 4.14, 4.753283582089551, 5.83, 5.952236272878536, 5.97516990291262, 2.96, 4.64, 4.14, 4.753283582089551, 5.367676767676768, 5.20796992481203, 4.396046511627907, 3.93, 3.68, 0.0, 4.29, 4.396046511627907, 4.807888097703215, 4.807888097703215, 4.807888097703215]","[7.27, 3.8, 0.0, 0.0, 7.27, 3.8, 0.0, 5.92, 5.31, 6.44, 4.995945945945946, 7.27, 6.414671802158901, 3.6999999999999993, 7.04, 5.31, 6.44, 4.995945945945946, 4.123315018315019, 4.35335092348285, 4.567216035634743, 4.82, 6.95, 0.0, 1.9, 4.567216035634743, 4.225571441257437, 4.225571441257437, 4.225571441257437]"
12,12,ARushOfBloodToTheHead.txt,"You said I'm gonna buy this place and burn it down 
I'm gonna put it six feet underground 
You said I'm gonna buy this place and watch it fall
Stand here beside me baby in the crumbling walls 
Oh I'm gonna buy this place and start a fire
Stand here until I fill all your hearts desires
Because I'm gonna buy this place and see it burn
And do back the things it did to you in return

Huuuhhhh [x4]

You said I'm gonna buy a gun and start a war
If you can tell me something worth fighting for
Oh and I'm gonna buy this place is what I said
Blame it upon a rush of blood to the head

Honey, all the movements you're starting to make
See me crumble and fall on my face
And I know the mistakes that I've made
See it all disappear without trace
And they call as they beckon you on
They say start as you need to go on
Start as you need to go on

You said I'm gonna buy this place and see it go
And stand here beside me baby, watch the orange glow
Some'll laugh and some just sit and cry
But you just sit down there and you wonder why

So I'm gonna buy a gun and start a war
If you can tell me something worth fighting for
And I'm gonna buy this place is what I said
Blame it upon a rush of blood to the head
Oh to the head

Honey, all the movements you're starting to make
See me crumble and fall on my face
And I know the mistakes that I've made
See it all disappear without trace
And they call as they beckon you on
They say start as you need to go on
As you need to go on
As you need to go on

So meet me by the bridge
Oh meet me by the lane
When am I gonna see that pretty face again
Oh meet me on the road
Meet me where I said
Blame it all upon a rush of blood to the head","[5.978204121687929, 5.274887892376682, 5.352907290509274, 5.53, 6.174635384277718, 6.480099304865938, 6.003624576471263, 5.189151291512915, 0.0, 6.633594970899385, 4.36623076923077, 5.897499999999999, 5.149794238683128, 6.24264705882353, 4.880944206008584, 5.10841184733791, 5.08, 5.74, 5.7829411764705885, 5.54, 5.852950201582799, 5.876925412966456, 5.07580796534713, 5.232695652173913, 6.633594970899385, 4.36623076923077, 5.897499999999999, 5.149794238683128, 5.96, 6.24264705882353, 4.880944206008584, 5.10841184733791, 5.08, 5.74, 5.7829411764705885, 5.54, 5.54, 6.38, 6.38, 5.800141840986574, 6.38, 0.0, 5.149794238683128]","[3.3302803738317754, 4.1025, 4.421448295015518, 8.22, 3.595440687711539, 6.3698266959872605, 3.9487385784839075, 4.379643652561247, 0.0, 3.4361651082279963, 6.2403076923076926, 3.6768796068796075, 4.946719681908549, 4.012579185520362, 5.424120734908136, 5.178570292440183, 4.3, 6.07, 5.736923076923077, 7.38, 5.206402055425468, 5.457082342827569, 5.485975705947311, 4.5553333333333335, 3.4361651082279963, 6.2403076923076926, 3.6768796068796075, 4.946719681908549, 5.0, 4.012579185520362, 5.424120734908136, 5.178570292440183, 4.3, 6.07, 5.736923076923077, 7.38, 7.38, 4.94, 4.94, 6.894964127835349, 4.94, 0.0, 4.946719681908549]"
13,13,AWhisper.txt,"A whisper 
A whisper
A whisper
A whisper

A whisper
A whisper
A whisper
A whisper

I hear the sound of a ticking of clocks
Remember your face, and remember see where you are gone
I hear the sound of the ticking of clocks
Come back and look for me, look for me when I am lost

Just a whisper, whisper, whisper, whisper 
Just a whisper, whisper, whisper, whisper

Night turns to day and I still have these questions
You just won't break, should I go forwards or backwards
Night turns to day and I've still got no answers

Just a whisper, whisper, whisper, whisper 
Just a whisper, whisper, whisper, whisper

Now I hear the sound of a ticking of clocks
Remember your face, and remember see where you are gone
I hear the sound of the ticking of clocks
Come back and look for me, look for me when I am lost

Just a whisper, whisper, whisper, whisper 
Just a whisper, whisper, whisper, whisper","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.849677419354839, 5.060571428571428, 5.849677419354839, 5.477981840617344, 0.0, 0.0, 5.3410369901991785, 5.54, 5.68865120001891, 0.0, 0.0, 5.849677419354839, 5.060571428571428, 5.849677419354839, 5.477981840617344, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.407514792899409, 6.1512553191489365, 5.407514792899409, 4.335155189637948, 0.0, 0.0, 4.684990227975216, 7.38, 4.99906343779633, 0.0, 0.0, 5.407514792899409, 6.1512553191489365, 5.407514792899409, 4.335155189637948, 0.0, 0.0]"
14,14,Clocks.txt,"The lights go out and I can't be saved
Tides that I tried to swim against
Have brought me down upon my knees
Oh I beg, I beg and plead, singing

Come out of things unsaid
Shoot an apple off my head and a
Trouble that can't be named
A tiger's waiting to be tamed, singing

You are
You are

Confusion never stops
Closing walls and ticking clocks 
Gonna come back and take you home
I could not stop that you now know, singing

Come out upon my seas
Cursed missed opportunities 
Am I a part of the cure?
Or am I part of the disease? Singing

You are, you are, you are 
You are, you are, you are

And nothing else compares
Oh nothing else compares
And nothing else compares

You are 
You are

Home, home where I wanted to go 
Home, home where I wanted to go
Home, home where I wanted to go
Home, home where I wanted to go","[6.189236012700237, 6.238639455782312, 0.0, 6.96, 0.0, 5.96, 5.58, 6.96, 0.0, 0.0, 4.58, 0.0, 5.2903900905534105, 5.248815789473683, 6.86, 5.69167381974249, 3.82, 3.82, 0.0, 0.0, 0.0, 5, 0.0, 0.0, 0.0, 5.133682748916947, 5.133682748916947, 5.133682748916947, 5.133682748916947]","[5.987052267235562, 7.005329087048832, 0.0, 4.69, 0.0, 5.0, 4.25, 4.69, 0.0, 0.0, 5.0, 0.0, 5.713688257629435, 4.817987551867221, 4.95, 5.598307692307692, 5.11, 5.11, 0.0, 0.0, 0.0, 6, 0.0, 0.0, 0.0, 7.560972530284934, 7.560972530284934, 7.560972530284934, 7.560972530284934]"
15,15,Daylight.txt,"To my surprise, and my daylight
I saw sun rise, I saw sunlight
I am nothing, in the dark
And the clouds burst to show a daylight 
Oooooo and the sun shines, Yeaaahhh on this star of mine
Oooooo and I realise, Oooooo couldn't live without
Oooooo couldn't part without, it

On a hill top, on a sky rise
Like a first born, child
At a full tilt, and at full flight
You see darkness, in the daylight

Oooooo and the sun shines, Yeaaahhh on this star of mine
Oooooo and I realise, Oooooo couldn't be without
Oooooo couldn't part without, daylight

Slowly breaking through the daylight
Slowly breaking through the daylight
Slowly breaking through the daylight
Slowly breaking through the daylight
Slowly breaking through the daylight
Slowly breaking through the daylight
Slowly breaking through the daylight","[4.77, 5.481642220800314, 4.28, 4.950323846908733, 5.452039215686275, 5.53, 3.82, 4.27, 5.55, 6.22, 5.675898876404494, 5.452039215686275, 0.0, 4.268945147679325, 4.27501253132832, 4.27501253132832, 4.27501253132832, 4.27501253132832, 4.27501253132832, 4.27501253132832, 4.27501253132832]","[6.8, 7.003180564685509, 4.71, 6.0620585571590055, 7.402421652421651, 7.2, 5.11, 7.37, 7.08, 5.43, 6.451605504587157, 7.402421652421651, 0.0, 5.871569620253165, 6.541874999999999, 6.541874999999999, 6.541874999999999, 6.541874999999999, 6.541874999999999, 6.541874999999999, 6.541874999999999]"
16,16,GodPutASmileUponYourFace.txt,"Where do we go nobody knows?
I've gotta say I'm on my way down
God give me style and give me grace
God put a smile upon my face 
Where do we go to draw the line?
I've gotta say I wasted all your time, (oh honey honey)
Where do I go to fall from grace?
God put a smile upon your face, yeah

Now, when you work it out I'm worse than you
Yeah, when you work it out I wanted to
Now, when you work out where to draw the line
Your guess is as good as mine

Where do we go nobody knows?
Don't even say you're on your way down, (when)
God gave you style and gave you grace
And put a smile upon your face, ah yeah

Now, when you work it out I'm worse than you
Yeah, when you work it out I wanted to
Now, when you work out where to draw the line
Your guess is as good as mine
Its as good as mine [x7]

Where do we go nobody knows?
Don't even say you're on your way down, (when)
God gave you style and gave you grace
And put a smile upon your face","[5.54, 5.24, 6.682134394188358, 5.04, 5.54, 3.3718421052631573, 5.2691803278688525, 5.04, 3.724659090909091, 5.153402061855671, 5.074545454545455, 5.5822900763358785, 5.54, 5.24, 6.508398683029033, 5.04, 3.724659090909091, 5.153402061855671, 5.074545454545455, 5.5822900763358785, 5.43, 5.54, 5.24, 6.508398683029033, 5.04]","[7.38, 4.56, 4.954077299136663, 5.884527363184079, 7.38, 5.62925, 5.850508474576271, 5.12, 4.838976744186047, 5.806470588235294, 4.470400000000001, 6.868189415041782, 7.38, 4.56, 4.780966622700378, 5.12, 4.838976744186047, 5.806470588235294, 4.470400000000001, 6.868189415041782, 7.47, 7.38, 4.56, 4.780966622700378, 5.884527363184079]"
17,17,GreenEyes.txt,"Honey you are a rock
Upon which I stand
And I came here to talk
I hope you understand 
The green eyes, yeah the spotlight, shines upon you
And how could, anybody, deny you
I came here with a load
And it feels so much lighter now I met you
And honey you should know
That I could never go on without you
Green eyes

Honey you are the sea
Upon which I float
And I came here to talk
I think you should know

The green eyes, you're the one that I wanted to find
And anyone who tried to deny you, must be out of their mind
Because I came here with a load
And it feels so much lighter since I met you
Honey you should know
That I could never go on without you
Green eyes, green eyes
Oh oh oh oh [x4]

Honey you are a rock
Upon which I stand","[4.52, 5.6, 5.42, 5.44, 6.296592592592592, 0.0, 5.032208835341365, 5.709323308270677, 5.4928296703296695, 5.54, 6.24, 6.94, 0.0, 5.42, 6.15186567164179, 5.285517260270488, 5.297777777777777, 5.032208835341365, 5.709323308270677, 6.1, 5.54, 5.63438202247191, 5, 4.52, 5.6]","[5.56, 3.93, 4.7, 7.05, 5.5102428256070635, 0.0, 5.206901098901099, 4.335881188118812, 6.5941552511415535, 7.38, 6.34, 4.95, 0.0, 4.7, 6.15759336099585, 6.233024325223194, 7.015734597156397, 5.206901098901099, 4.335881188118812, 6.38, 7.38, 6.256279069767443, 6, 5.56, 3.93]"
18,18,InMyPlace.txt,"In my place, in my place
Were lines that I couldn't change
I was lost, oh yeah

I was lost, I was lost
Crossed lines I shouldn't have crossed
I was lost, oh yeah

Yeah, how long must you wait for it?
Yeah, how long must you pay for it?
Yeah, how long must you wait for it, oh, for it?

I was scared, I was scared
Tired and under-prepared
But I'll wait for it

If you go, if you go
Leave me down here on my own
Then I'll wait for you, yeah.

Yeah, how long must you wait for it?
Yeah, how long must you pay for it?
Yeah, how long must you wait for it, oh, for it?

Singing
Please, please, please
Come back and sing to me
To me, to me

Come on and sing it out, now, now
Come on and sing it out to me, me
Come back and sing it

In my place, in my place
Were lines that I couldn't change
And I was lost, oh yeah
Oh yeah","[5.56, 5.26, 0.0, 5.82, 5.022352941176471, 0.0, 3.74, 5.3, 3.74, 6.82, 0.0, 3.74, 5.54, 0.0, 3.74, 3.74, 5.3, 3.74, 0.0, 6.36, 6.266201550387597, 0.0, 7.44, 7.44, 6.266201550387597, 5.56, 5.26, 0.0, 5]","[2.95, 4.98, 0.0, 2.82, 5.280681818181819, 0.0, 5.62, 5.23, 5.62, 2.78, 0.0, 5.62, 7.38, 0.0, 5.62, 5.62, 5.23, 5.62, 0.0, 5.44, 4.4064250000000005, 0.0, 4.69, 4.69, 4.4064250000000005, 2.95, 4.98, 0.0, 6]"
19,19,Politik.txt,"Look at earth from outer space
Everyone must find a place
Give me time and give me space
Give me real, don't give me fake 
Give me strength, reserve control
Give me heart and give me soul
Give me time, give us a kiss
Tell me your own politik

Open up your eyes
Open up your eyes
Open up your eyes
Just open up your eyes

Give me one, cause one is best
In confusion, confidence
Give me piece of mind and trust
Don't forget the rest of us

Give me strength, reserve control
Give me heart and give me soul
Wounds that heal and cracks that fix
Tell me your own politik

Open up your eyes
Open up your eyes
Open up your eyes
Just open up your eyes

And give me love over, love over, love over this, ahhh
And give me love over, love over, love over this, ahhh","[4.685526838966203, 5.749928057553956, 5.609854431203405, 4.426845637583893, 5.5823636363636355, 6.411305898985682, 6.898882978723404, 0.0, 6.24, 6.24, 6.24, 6.17739837398374, 5.808237317282889, 7.22, 5.2113098593742695, 7.18, 5.5823636363636355, 6.411305898985682, 4.999002991026919, 0.0, 6.24, 6.24, 6.24, 6.17739837398374, 6.479227166276346, 6.479227166276346]","[6.964444444444444, 3.97125, 5.997874980142971, 5.885450643776824, 3.5226744186046517, 6.0261937066449285, 7.27516049382716, 0.0, 6.34, 6.34, 6.34, 6.1431249999999995, 5.008160478231894, 6.22, 5.740434301375639, 2.8, 3.5226744186046517, 6.0261937066449285, 5.947709361629045, 0.0, 6.34, 6.34, 6.34, 6.1431249999999995, 8.460583232077767, 8.460583232077767]"
20,20,TheScientist.txt,"Come up to meet you, tell you I'm sorry
You don't know how lovely you are

I had to find you
Tell you I need you
Tell you I set you apart

Tell me your secrets
And ask me your questions
Oh, let's go back to the start

Running in circles
Coming up tails
Heads on a science apart

Nobody said it was easy
It's such a shame for us to part
Nobody said it was easy
No one ever said it would be this hard

Oh, take me back to the start

I was just guessing
At numbers and figures
Pulling the puzzles apart

Questions of science
Science and progress
Do not speak as loud as my heart

Tell me you love me
Come back and haunt me
Oh, and I rush to the start

Running in circles
Chasing our tails
Coming back as we are

Nobody said it was easy
Oh, it's such a shame for us to part
Nobody said it was easy
No one ever said it would be so hard

I'm going back to the start

Oh
Oh
Oh
Oh","[5.317931759318343, 6.678771331058021, 6.0, 0.0, 5.58, 0.0, 5.0, 5.571830443159923, 5.84, 0.0, 0.0, 4.48, 4.346474501108647, 4.48, 5.282222222222222, 5.462052591937649, 4.72, 5.86, 0.0, 0.0, 6.02, 6.34, 6.44, 4.508333333333333, 5.048551724137931, 5.84, 0.0, 5.18, 4.48, 4.346474501108647, 4.48, 5.282222222222222, 5.526999065129322, 5, 5, 5, 5]","[5.329007400076475, 6.38, 5.42, 0.0, 4.05, 0.0, 5.0, 5.18773313115997, 3.86, 0.0, 0.0, 7.1, 3.6209615384615383, 7.1, 5.333749999999999, 4.434218433854234, 5.98, 4.75, 0.0, 0.0, 7.73, 7.39, 8.72, 5.231811594202899, 4.347058823529412, 3.86, 0.0, 4.12, 7.1, 3.6209615384615383, 7.1, 5.333749999999999, 4.640536457063, 6, 6, 6, 6]"
21,21,WarningSign.txt,"A warning sign
I missed the good part, then I realised
I started looking and the bubble burst
I started looking for excuses 
Come on in
I've gotta tell you what a state I'm in
I've gotta tell you in my loudest tones
That I started looking for a warning sign

When the truth is, I miss you
Yeah the truth is, that I miss you so

A warning sign
It came back to haunt me, and I realised
That you were an island and I passed you by
And you were an island to discover

Come on in
I've gotta tell you what a state I'm in
I've gotta tell you in my loudest tones
That I started looking for a warning sign

When the truth is, I miss you
Yeah the truth is, that I miss you so

And I'm tired, I should not have let you go
Oooooooo

So I crawl back into your open arms
Yes I crawl back into your open arms
And I crawl back into your open arms
Yes I crawl back into your open arms.","[4.555645756457563, 4.210562347188263, 5.968682926829269, 5.432704221293762, 0.0, 5.42, 5.42, 5.359997235063278, 4.143818181818181, 4.143818181818181, 4.555645756457563, 4.811110530441599, 5.66, 6.84, 0.0, 5.42, 5.42, 5.359997235063278, 4.143818181818181, 4.143818181818181, 5.54, 0.0, 5.524256877288518, 5.524256877288518, 5.524256877288518, 5.61876923076923]","[4.544004424778762, 6.882162162162162, 4.438280542986425, 4.45185764745085, 0.0, 5.26, 5.26, 4.490662995497507, 6.662336683417085, 6.662336683417085, 4.544004424778762, 5.075311269203011, 4.4, 3.7, 0.0, 5.26, 5.26, 4.490662995497507, 6.662336683417085, 6.662336683417085, 7.38, 0.0, 4.491304956594791, 4.491304956594791, 4.491304956594791, 4.913421052631579]"
22,22,AlwaysInMyHead.txt,"I think of you
I haven't slept
I think I do
But, I don't forget
My body moves
Goes where I will
But though I try my heart stays still
It never moves
Just won't be led

And so my mouth waters, to be fed
And you're always in my head

You're always in my head
You're always in my head
You're always in my head

You're always in my head
Always in my...
Always in my...

This, I guess, is to tell you you're chosen out from the rest...
","[6.2, 6.62, 6.2, 0.0, 5.6372144846796655, 0.0, 5.638144629564417, 5.68, 5.48, 5.78, 5.96, 5.96, 5.96, 5.96, 5.96, 0.0, 0.0, 5.42]","[5.98, 2.8, 5.98, 0.0, 5.870532786885247, 0.0, 6.496800648523471, 6.21, 3.15, 5.69, 5.0, 5.0, 5.0, 5.0, 5.0, 0.0, 0.0, 5.26]"
23,23,AnothersArms.txt,"ate night watching TV
Used to be you here beside me
Used to be your arms around me
Your body on my body

When the world means nothing to me
Another's arms
Another's arms
When the pain just rips right through me
Another's arms
Another's arms

Late night watching TV
Used to be you here beside me
Is there someone there to reach me?
Or someone there to find me?

When the pain just rips right through me
Another's arms
Another's arms
And that's just torture to me
Another's arms
Another's arms

Pull yourself into me
Another's arms
Another's arms
When the world means nothing to me
Another's arms
Another's arms

Got to pull you close into me
Another's arms
Another's arms
Pull yourself right through me
Another's arms
Another's arms

Late night watching TV
Wish that you were here beside me
Wish that your arms were around me
Your body on my body
","[6.071194656488549, 0.0, 5.38, 5.52, 5.32, 5.38, 5.38, 6.526489361702128, 5.38, 5.38, 6.023968253968254, 0.0, 5.500311284046694, 5.597818181818182, 6.526489361702128, 5.38, 5.38, 6.1, 5.38, 5.38, 0.0, 5.38, 5.38, 5.32, 5.38, 5.38, 0.0, 5.38, 5.38, 6.54, 5.38, 5.38, 6.023968253968254, 0.0, 5.38, 5.52]","[4.640539685601311, 0.0, 3.59, 5.55, 6.5, 3.59, 3.59, 3.6332935560859188, 3.59, 3.59, 4.188129330254041, 0.0, 4.837858472998139, 4.806257668711656, 3.6332935560859188, 3.59, 3.59, 1.56, 3.59, 3.59, 0.0, 3.59, 3.59, 6.5, 3.59, 3.59, 0.0, 3.59, 3.59, 5.61, 3.59, 3.59, 4.188129330254041, 0.0, 3.59, 5.55]"
24,24,ASkyFullOfStars.txt,"'Cause you're a sky, 'cause you're a sky full of stars
I'm gonna give you my heart
'Cause you're a sky, 'cause you're a sky full of stars
'Cause you light up the path

I don't care, go on and tear me apart
I don't care if you do, ooh
'Cause in a sky, 'cause in a sky full of stars
I think I saw you

'Cause you're a sky, 'cause you're a sky full of stars
I wanna die in your arms
'Cause you get lighter the more it gets dark
I'm gonna give you my heart

I don't care, go on and tear me apart
I don't care if you do, ooh
'Cause in a sky, 'cause in a sky full of stars
I think I see you
I think I see you

'Cause you're a sky, you're a sky full of stars
Such a heavenly view
You're such a heavenly view

","[6.050459074733096, 6.4530653266331655, 6.050459074733096, 6.4, 5.54, 6.64, 6.050459074733096, 5.733142857142857, 6.050459074733096, 5.38, 5.5458134998049164, 6.4530653266331655, 5.54, 6.64, 6.050459074733096, 6.123148936170212, 6.123148936170212, 6.050459074733096, 5.72, 5.72]","[6.480610027855153, 6.738613861386138, 6.480610027855153, 5.4, 7.38, 5.16, 6.480610027855153, 6.039307159353349, 6.480610027855153, 3.59, 5.4902185792349725, 6.738613861386138, 7.38, 5.16, 6.480610027855153, 6.039307159353349, 6.039307159353349, 6.480610027855153, 4.41, 4.41]"
25,25,Ink.txt,"Got a tattoo said 'together thru life'
Carved in your name with my pocket knife
And you wonder when you wake up will it be alright
Feels like there's something broken inside

All I know
All I know
Is that I'm lost
Whenever you go
All I know
Is that I love you so
So much that it hurts

Got a tattoo and the pain's alright
Just want a way of keeping you inside

All I know
All I know
Is that I'm lost
In your fire below
All I know
Is that I love you so
So much that it hurts

I see the road begin to climb
I see your stars begin to shine
I see your colours and I'm dying of thirst
All I know
Is that I love you so
So much that it hurts

Oh yeah yeah yeah
So much that it hurts
So much that it hurts
","[0.0, 5.106487695749441, 4.839072164948453, 6.620054945054944, 6.1, 6.1, 5.82, 5.54, 6.1, 6.44, 2.14, 0.0, 5.715487274484535, 6.1, 6.1, 5.82, 7.17, 6.1, 6.44, 2.14, 6.06, 6.660173729928929, 4.9334172712463005, 6.1, 6.44, 2.14, 5, 2.14, 2.14]","[0.0, 4.571900452488688, 6.251495327102804, 3.942334801762114, 6.38, 6.38, 2.82, 7.38, 6.38, 8.72, 5.85, 0.0, 4.850758063162607, 6.38, 6.38, 2.82, 3.22, 6.38, 8.72, 5.85, 6.1, 5.5682358255081414, 5.753769424582082, 6.38, 8.72, 5.85, 6, 5.85, 5.85]"
26,26,Magic.txt,"The birds they sang, at break of day.
""Start again"", I hear them say.
It's so hard to just walk away.
The birds they sang, all a choir,
""Start again a little higher"".
It's a spark in a sea of gray.

The sky is blue,
Dreamed that lie 'til it's true,
Then takin' back the punch I threw,
My arms turn wings,
Oh, those clumsy things
Send me up to that wonderful world
And then I'm up with the birds.

Might have to go where they don't know my name
Float all over the world just to see her again
And I won't show or fear any pain,
Even though all my armor might rust in the rain

A simple plot but I know one day
Good things are coming our way
A simple plot but I know one day
Good things are coming our way,
Oh, yeah...
","[6.1152, 5.84, 5.12, 6.96, 0.0, 6.643945578231293, 4.27, 5.96, 5.18, 5.300446428571429, 5.18, 6.715119617224879, 0.0, 5.479449681401083, 5.832637681159421, 6.53311475409836, 4.400306558635785, 5.763137698481989, 5.565190839694657, 5.763137698481989, 5.84, 5]","[3.6819897959183674, 5.39, 5.22, 3.17, 0.0, 4.903065420560748, 7.37, 2.79, 4.12, 3.8330379746835446, 4.0, 5.785211267605634, 0.0, 6.492129246064623, 6.3075829383886255, 3.8693569844789355, 4.780521885318271, 5.627888758154482, 6.510835913312693, 5.627888758154482, 8.1, 6]"
27,27,Midnight.txt,"In the darkness before the dawn
In the swirling of the storm
When I'm rolling with the punches, and hope is gone
Leave a light, a light on

Millions of miles from home
In the swirling, swimming on
When I'm rolling with the thunder but bleed from thorns
Leave a light, a light on
Leave a light, a light on

Leave a light, a light on
Leave a light, a light on

In the darkness before the dawn
In the darkness before the dawn
Leave a light, a light on
Leave a light, a light on","[4.04775641025641, 5.71, 4.904522870621215, 6.4, 4.98970802919708, 6.52, 4.885153583617747, 6.4, 6.4, 6.4, 6.4, 4.04775641025641, 4.04775641025641, 6.4, 6.4]","[5.195154185022027, 4.95, 6.324859417159631, 5.4, 6.254126984126985, 6.57, 5.333686534216335, 5.4, 5.4, 5.4, 5.4, 5.195154185022027, 5.195154185022027, 5.4, 5.4]"
28,28,O.txt,"Flock of birds
Hovering above
Just a flock of birds
It's how you think of love

And I always
Look up to the sky
Pray before the dawn
'Cause they fly always
Sometimes they arrive
Sometimes they are gone
They fly on

Flock of birds
Hovering above
Into smoke I'm turned
And rise following them up

Still I always
Look up to the sky
Pray before the dawn
'Cause they fly away
One minute they arrive,
Next you know they're gone
They fly on
Fly on

So fly on
Ride through
Maybe one day I'll fly next to you
Fly on, ride through
Maybe one day I can fly with you

Fly on
FLy on
Fly on
","[6.96, 0.0, 6.96, 6.266724137931035, 0.0, 4.27, 4.39, 0.0, 0.0, 3.42, 0.0, 6.96, 0.0, 4.606308243727598, 5.38, 0.0, 4.27, 4.39, 0.0, 5.5, 4.909840255591054, 0.0, 0.0, 0.0, 0.0, 5.852745762711866, 6.14, 5.852745762711866, 0.0, 0.0, 0.0]","[3.17, 0.0, 3.17, 8.044647887323944, 0.0, 7.37, 6.16, 0.0, 0.0, 6.21, 0.0, 3.17, 0.0, 4.6817012448132775, 4.1, 0.0, 7.37, 6.16, 0.0, 3.83, 6.292215799614643, 0.0, 0.0, 0.0, 0.0, 5.123682170542636, 5.87, 5.123682170542636, 0.0, 0.0, 0.0]"
29,29,Oceans.txt,"Wait for your call, love
The call never came
Ready to fall up
Ready to claim
And I'm ready for it all, love
Ready for the pain
Meet under sun and
Meet me again
In the rain
In the rain

Behind the walls, love
I'm trying to change
And I'm ready for it all, love
I'm ready for the change
Meet me in blue sky
Meet me again
In the rain
In the rain
In the rain

You've got to find yourself alone in this world
You've got to find yourself alone


 Submit Corrections
","[6.44, 5.578881118881119, 4.7, 5.18, 6.543991130820399, 6.5, 5.04, 0.0, 3.65, 3.65, 6.44, 5.78, 6.543991130820399, 6.58, 4.2898627002288325, 0.0, 3.65, 3.65, 3.65, 5.527343782424468, 5.578563291382828, 0.0]","[8.72, 5.393387755102042, 4.09, 5.65, 8.113145161290323, 2.13, 7.55, 0.0, 5.08, 5.08, 8.72, 7.45, 8.113145161290323, 6.57, 7.101446540880504, 0.0, 5.08, 5.08, 5.08, 4.892883567779213, 4.3105167444054295, 0.0]"
