,Unnamed: 0,songs,lyrics,arousal stream,valence stream
65,65,SpeedOfSound.txt,"How long before I get in?
Before it starts, before I begin?
How long before you decide?
Before I know what it feels like?
Where To, where do I go?
If you never try, then you'll never know.
How long do I have to climb,
Up on the side of this mountain of mine?

Look up, I look up at night,
Planets are moving at the speed of light.
Climb up, up in the trees,
every chance that you get,
is a chance you seize.
How long am I gonna stand,
with my head stuck under the sand?
I'll start before I can stop,
before I see things the right way up.

All that noise, and all that sound,
All those places I got found.
And birds go flying at the speed of sound,
to show you how it all began.
Birds came flying from the underground,
if you could see it then you'd understand?

Ideas that you'll never find,
All the inventors could never design.
The buildings that you put up,
Japan and China all lit up.
The sign that I couldn't read,
or a light that I couldn't see,
some things you have to believe,
but others are puzzles, puzzling me.

All that noise, and all that sound,
All those places I got found.
And birds go flying at the speed of sound,
to show you how it all began.
Birds came flying from the underground,
if you could see it then you'd understand,
ah when you see it then you'll understand?

All those signs, I knew what they meant.
Some things you can invent.
Some get made, and some get sent,
Ooh?
Birds go flying at the speed of sound,
to show you how it all began.
Birds came flying from the underground,
if you could see it then you'd understand,
ah, when you see it then you'll understand?
","[5.92, 0.0, 0.0, 5.833546325878594, 0.0, 0.0, 0.0, 5.2045714285714295, 5.54, 5.802953020134228, 0.0, 5.38, 5.38, 0.0, 5.96, 6.1, 5.9780656526596205, 0.0, 5.900916030534351, 6.208278590587431, 6.24, 5.7992833876221495, 6.06, 0.0, 0.0, 5.2773839662447255, 5.64, 5.66, 6.4, 0.0, 0.0, 0.0, 5.900916030534351, 6.208278590587431, 6.24, 5.7992833876221495, 6.06, 6.06, 5.94, 0.0, 5.92, 0.0, 5.961387358607427, 6.24, 5.7992833876221495, 6.06, 6.06]","[5.92, 0.0, 0.0, 5.013725490196078, 0.0, 0.0, 0.0, 5.919947916666667, 5.56, 5.404652509652509, 0.0, 6.02, 6.02, 0.0, 5.0, 3.82, 5.355484011148739, 0.0, 4.1325, 5.755393359349318, 5.12, 5.788638497652582, 6.1, 0.0, 0.0, 4.45394495412844, 4.7, 4.56, 5.4, 0.0, 0.0, 0.0, 4.1325, 5.755393359349318, 5.12, 5.788638497652582, 6.1, 6.1, 6.38, 0.0, 5.92, 0.0, 6.539870408338941, 5.12, 5.788638497652582, 6.1, 6.1]"
66,66,SqaureOne.txt,"ou're in control, is there anywhere you wanna go?
You're in control, is there anything you wanna know?
The future's for discovering
The space in which we're travelling
From the top of the first page
To the end of the last day
From the start in your own way
You just want somebody listening to what you say
It doesn't matter who you are
It doesn't matter who you are

Under the surface trying to break through
Deciphering the codes in you
I need a compass, draw me a map
I'm on the top, I can't get back

Whoa whoa

The first line on the first page
To the end of the last page
From the start in your own way
You just want somebody listening to what you say
It doesn't matter who you are
It doesn't matter who you are

You just want
Somebody listening to what you say
Oh, you just want somebody listening to what you say
It doesn't matter who you are
It doesn't matter who you are

Is there anybody out there who
Is lost and hurt and lonely too
Are they bleeding all your colours into one?
and if you come undone
As if you've been run through
Some catapult it fired you
You wonder if your chance will ever come
Or if you're stuck in square one","[0.0, 0.0, 0.0, 5.14, 6.76, 4.7832102544480595, 5.652567567567568, 5.7209812660224815, 0.0, 0.0, 5.490434782608696, 0.0, 0.0, 5.57551724137931, 0.0, 4.98, 4.000400000000001, 5.652567567567568, 5.7209812660224815, 0.0, 0.0, 5.7, 6.28, 5.7209812660224815, 0.0, 0.0, 0.0, 5.407729615304719, 7.02, 5.82, 5.48, 2.3, 5.526836813904614, 4.346328358208956]","[0.0, 0.0, 0.0, 6.78, 4.28, 4.658475836431227, 4.232338308457711, 4.768229684204213, 0.0, 0.0, 5.473488943488944, 0.0, 0.0, 4.904815618221258, 0.0, 4.98, 4.59, 4.232338308457711, 4.768229684204213, 0.0, 0.0, 5.16, 5.0, 4.768229684204213, 0.0, 0.0, 0.0, 2.243839002091888, 4.73, 4.7, 5.71, 7.17, 5.691522071934154, 4.950652173913044]"
67,67,SwallowedInTheSea.txt,"You cut me down a tree
And brought it back to me
And that's what made me see
Where I was going wrong
You put me on a shelf
And kept me for yourself
I can only blame myself
You can only blame me

And I could write a song
A hundred miles long
Well, that's where I belong
And you belong with me

And I could write it down
Or spread it all around
Get lost and then get found
Or swallowed in the sea

You put me on a line
And hung me out to dry
And darling that's when I
Decided to go to see you

You cut me down to size
And opened up my eyes
Made me realize
What I could not see

And I could write a book
The one they'll say that shook
The world, and then it took
It took it back from me

And I could write it down
Or spread it all around
Get lost and then get found
And you'll come back to me
Not swallowed in the sea

Ooh...

And I could write a song
A hundred miles long
Well, that's where I belong
And you belong with me

The streets you're walking on
A thousand houses long
Well, that's where I belong
And you belong with me

Oh what good is it to live
With nothing left to give
Forget but not forgive
Not loving all you see

Oh the streets you're walking on
A thousand houses long
Well that's where I belong
And you belong with me
Not swallowed in the sea

You belong with me
Not swallowed in the sea
Yeah, you belong with me
Not swallowed in the sea","[4.190816777041943, 5.18, 6.0102347417840365, 4.17830985915493, 5.04, 5.74, 2.82, 2.82, 5.90203084832905, 5.3, 0.0, 0.0, 5.8, 0.0, 6.146098171104564, 6.068115942028986, 5.013179723502304, 4.395847750865052, 7.22, 5.813928571428571, 5.0, 6.24, 0.0, 6.06, 5.194924242424242, 4.840066445182724, 4.76, 4.949557522123894, 5.8, 0.0, 6.146098171104564, 5.534285714285714, 6.068115942028986, 0.0, 5.90203084832905, 5.3, 0.0, 0.0, 5.64, 6.16, 0.0, 0.0, 5.479565217391305, 5.503091482649841, 0.0, 7.032946859903382, 5.64, 6.16, 0.0, 0.0, 6.068115942028986, 0.0, 6.068115942028986, 0.0, 6.068115942028986]","[5.171428571428571, 4.12, 5.147826086956522, 5.873228511530399, 5.12, 4.95, 4.05, 4.05, 6.0818509615384615, 4.07, 0.0, 0.0, 4.95, 0.0, 4.50385579937304, 5.1786885245901635, 5.051417004048583, 4.186519823788546, 5.1, 6.782043795620437, 3.64, 6.34, 0.0, 6.1, 5.402091152815013, 6.763063457330416, 5.39, 4.723475177304964, 4.95, 0.0, 4.50385579937304, 4.379643652561247, 5.1786885245901635, 0.0, 6.0818509615384615, 4.07, 0.0, 0.0, 3.39, 4.56, 0.0, 0.0, 7.355526315789474, 4.962957746478873, 0.0, 6.225913757700205, 3.39, 4.56, 0.0, 0.0, 5.1786885245901635, 0.0, 5.1786885245901635, 0.0, 5.1786885245901635]"
68,68,Talk_Singles.txt,"Oh brother I can't, I can't get through
I've been trying hard to reach you, cause I don't know what to do
Oh brother I can't believe it's true
I'm so scared about the future and I wanna talk to you
Oh I wanna talk to you

You can take a picture of something you see
In the future where will I be?
You can climb a ladder up to the sun
Or write a song nobody has sung
Or do something that's never been done

Are you lost or incomplete?
Do you feel like a puzzle, you can't find your missing piece?
Tell me how do you feel?
Well, I feel like they're talking in a language I don't speak
And they're talking it to me

So you take a picture of something you see
In the future where will I be?
You can climb a ladder up to the sun
Or write a song nobody has sung
Or do something that's never been done
Do something that's never been done

So you don't know where you're going, and you wanna talk
And you feel like you're going where you've been before
You tell anyone who'll listen but you feel ignored
Nothing's really making any sense at all
Let's talk, let's ta-a-alk
Let's talk, let's ta-a-alk","[5.572446808510638, 5.609730360277789, 6.492229019222611, 6.82, 5, 6.000889416785779, 0.0, 5.04, 6.104909676649564, 6.54, 5.82, 5.583008627429166, 0.0, 6.534723404255319, 0.0, 6.000889416785779, 0.0, 5.04, 6.104909676649564, 6.54, 6.54, 6.1, 6.160324513959947, 5.23017274104682, 6.062388059701493, 0.0, 0.0]","[6.568637316561844, 5.880851362646382, 5.922065692751465, 2.78, 6, 5.500010458688182, 0.0, 7.55, 5.604998292661621, 5.71, 2.82, 4.789620637260835, 0.0, 4.442619047619048, 0.0, 5.500010458688182, 0.0, 7.55, 5.604998292661621, 5.71, 5.71, 6.38, 5.0326890915601235, 4.603558013050103, 4.28, 0.0, 0.0]"
69,69,TheHardestPart_Singles.txt,"And the hardest part
Was letting go, not taking part
Was the hardest part

And the strangest thing
Was waiting for that bell to ring
It was the strangest start

I could feel it go down
Bittersweet, I could taste in my mouth
Silver lining the cloud
Oh and I
I wish that I could work it out

And the hardest part
Was letting go, not taking part
You really broke my heart

And I tried to sing
But I couldn’t think of anything
And that was the hardest part

I could feel it go down
You left the sweetest taste in my mouth
You're a silver lining the clouds
Oh and I
Oh and I
I wonder what it’s all about
I wonder what it’s all about

Everything I know is wrong
Everything I do, it's just comes undone
And everything is torn apart

Oh and it’s the hardest part
That’s the hardest part
Yeah that’s the hardest part
That’s the hardest part
","[3.8200000000000003, 4.769152542372882, 3.8200000000000003, 0.0, 0.0, 6.1, 5.723896103896105, 5.22, 3.3, 5, 5.204406779661017, 3.8200000000000003, 4.769152542372882, 4.597982480926815, 6.558657718120806, 6.2, 3.8200000000000003, 5.723896103896105, 6.11440143626571, 3.3, 5, 5, 5.0, 5.0, 4.356610169491526, 5.58, 3.37, 3.8200000000000003, 3.8200000000000003, 3.8200000000000003, 3.8200000000000003]","[5.114483627204031, 5.2345999999999995, 5.114483627204031, 0.0, 0.0, 3.82, 5.7873732718894, 6.66, 6.18, 6, 5.572412060301508, 5.114483627204031, 5.2345999999999995, 6.157385414611692, 5.946842105263158, 5.98, 5.114483627204031, 5.7873732718894, 5.488832177358569, 6.18, 6, 6, 6.03, 6.03, 5.940566801619434, 4.7, 5.44, 5.114483627204031, 5.114483627204031, 5.114483627204031, 5.114483627204031]"
70,70,TilKingdomCome.txt,"Steal my heart and hold my tongue.
I feel my time, my time has come.
Let me in, unlock the door.
I've never felt this way before.

The wheels just keep on turning,
The drummer begins to drum,
I don't know which way I'm going,
I don't know which way I've come.

Hold my head inside your hands,
I need someone who understands.
I need someone, someone who hears,
For you, I've waited all these years.

For you, I'd wait 'til kingdom come.
Until my day, my day is done.
And say you'll come, and set me free,
Just say you'll wait, you'll wait for me.

In your tears and in your blood,
In your fire and in your flood,
I hear you laugh, I heard you sing,
""I wouldn't change a single thing.""

The wheels just keep on turning,
The drummers begin to drum,
I don't know which way I'm going,
I don't know what I've become.

For you, I'd wait 'til kingdom come,
Until my days, my days are done.
Say you'll come and set me free,
Just say you'll wait, you'll wait for me.
Just say you'll wait, you'll wait for me.
Just say you'll wait, you'll wait for me.","[5.925014409221902, 5.533041237113403, 0.0, 5.362150537634409, 5.86, 0.0, 5.674590747330961, 5.674590747330961, 5.96, 5.3, 5.3, 0.0, 3.74, 6.24, 5.58, 3.74, 0.0, 7.17, 5.5520000000000005, 5.12, 5.86, 0.0, 5.674590747330961, 6.1, 3.74, 5.76, 5.710909090909091, 3.74, 3.74, 3.74]","[6.859435483870967, 4.61391891891892, 0.0, 4.229428571428571, 5.53, 0.0, 5.286367713004484, 5.286367713004484, 5.0, 4.19, 4.19, 0.0, 5.62, 4.77, 4.05, 5.62, 0.0, 3.22, 5.39, 5.5, 5.53, 0.0, 5.286367713004484, 6.38, 5.62, 4.77, 4.331121281464531, 5.62, 5.62, 5.62]"
71,71,TwistedLogic.txt,"Sunlight, opened up my eyes
To see for the first time
You'll open them up
And tonight, rivers will run dry
And not for the first time
Rivers will run

Hundreds of years in the future
It could be computers
Looking for life on earth

Don't fight for the wrong side
Say what you feel like
Say how you feel

You'll go backwards, but then
You'll go forwards again
You'll go backwards, but then
You'll go

Created, then drilled and invaded
If somebody made it
Someone will mess it up

And you are not wrong to
Ask who does this belong to
It belongs to all of us

You'll go backwards, but then
You'll go forwards again
You'll go backwards, but then
you'll go forwards

You'll go backwards, but then
you'll go forwards again
You'll go forwards again
You'll go forwards
","[6.24, 5.6649343832021, 6.1, 5.583525475285173, 4.64, 5.48, 0.0, 7.1, 5.107358121330725, 4.732612342311627, 6.534723404255319, 5.9, 5.54, 5.54, 5.54, 5.54, 0.0, 5.639000000000001, 3.94, 3.14, 0.0, 0.0, 5.54, 5.54, 5.54, 5.54, 5.54, 5.54, 5.54, 5.54]","[6.34, 5.689049881235154, 5.92, 4.568465620727214, 5.31, 5.71, 0.0, 4.75, 7.206450704225352, 4.843203926764636, 4.442619047619048, 3.78, 7.38, 7.38, 7.38, 7.38, 0.0, 4.195291576673866, 3.34, 5.57, 0.0, 0.0, 7.38, 7.38, 7.38, 7.38, 7.38, 7.38, 7.38, 7.38]"
72,72,WhatIf.txt,"What if there was no light
Nothing wrong, nothing right
What if there was no time
And no reason, or rhyme
What if you should decide
That you don't want me there by your side
That you don't want me there in your life
What if I got it wrong
And no poem or song
Could put right what I got wrong
Or make you feel I belong

What if you should decide
That you don't want me there by your side
That you don't want me there in your life

Ooh ooh-ooh, that's right
Let's take a breath, jump over the side
Ooh ooh-ooh, that's right
How can you know it, if you don't even try
Ooh ooh-ooh, that's right

Every step that you take
Could be your biggest mistake
It could bend or it could break
That's the risk that you take

What if you should decide
That you don't want me there in your life
That you don't want me there by your side

Ooh ooh-ooh, that's right
Let's take a breath, jump over the side
Ooh ooh-ooh, that's right
How can you know when you don't even try
Ooh ooh-ooh, that's right

Oh - Ooh ooh-ooh, that's right,
Let's take a breath, jump over the side.
Ooh ooh-ooh, that's right,
You know that darkness always turns into light.
Ooh-ooh, that's right","[6.4, 6.54, 4.64, 0.0, 0.0, 5.322718446601942, 5.808282828282827, 4.121975308641975, 6.07, 4.928489577597734, 5.9533018867924525, 0.0, 5.322718446601942, 5.808282828282827, 6.54, 5.213924387003262, 6.54, 6.052274678111587, 6.54, 5.2688235294117645, 5.710588235294118, 5.051592356687898, 4.432190476190476, 0.0, 5.808282828282827, 5.322718446601942, 6.54, 5.213924387003262, 6.54, 6.052274678111587, 6.54, 5, 5.319384615384616, 5, 5.161744347857518, 6.54]","[5.4, 5.61, 5.31, 0.0, 0.0, 5.0945, 6.388488888888888, 5.73275720164609, 7.1, 5.549205884442251, 4.00095652173913, 0.0, 5.0945, 6.388488888888888, 5.61, 5.352528519982876, 5.61, 6.946719367588933, 5.61, 6.039756097560975, 3.7693582887700536, 4.07, 6.388741258741259, 0.0, 6.388488888888888, 5.0945, 5.61, 5.352528519982876, 5.61, 6.946719367588933, 5.61, 6, 5.521416490486258, 6, 4.833753555921545, 5.61]"
73,73,WhiteShadows.txt,"When I was a young boy I tried to listen
And I want to feel like that
Little white shadows blink and miss them
Part of a system, I am

If you ever feel like
Something's missing
Things you never understand
Little white shadows sparkle and glisten
Part of a system a plan

All this noise I'm waking up
All the space I'm taking up
All this sound is breaking up

Maybe you'll get what you wanted
Maybe you'll stumble upon it
Everything you ever wanted in a permanent state
Maybe you'll know when you've seen it
Maybe if you say it you'll mean it
And when you find it you'll keep it
In a permanent state
A permanent state

When I was a young boy I tried to listen
Don't you want to feel like that?
You're part of the human race
All of the stars and the outer space
Part of a system a plan

All this noise I'm waking up
All the space I'm taking up
I cannot hear, you're breaking up

Maybe you'll get what you wanted
Maybe you'll stumble upon it
Everything you ever wanted in a permanent state
Maybe you'll know when you've seen it
Maybe if you say it you'll mean it
And when you find it you'll keep it
In a permanent state
A permanent state

Swim out on a sea of faces
The tide of the human races
An answer now is what I need
See it in the new sun rise and
See it break on your horizon
Oh come on love
Stay with me","[5.482665772155027, 6.280560120151957, 4.648612350342014, 0.0, 6.534723404255319, 2.98, 0.0, 5.636904207950579, 0.0, 4.676389891696751, 5.2590625, 4.991263537906138, 5.602797202797203, 4.42, 5.08, 5.724324324324325, 3.68, 5.9165283018867925, 0.0, 0.0, 5.482665772155027, 6.280560120151957, 4.187036144578313, 6.360196078431373, 0.0, 4.676389891696751, 5.2590625, 3.98, 5.602797202797203, 4.42, 5.08, 5.724324324324325, 3.68, 5.9165283018867925, 0.0, 0.0, 6.5943065693430665, 4.5, 5.41, 6.286, 5.04, 5.962528735632183, 0.0]","[6.4528679679680465, 4.675335120643432, 5.283562815573875, 0.0, 4.442619047619048, 4.83, 0.0, 5.489489695193084, 0.0, 6.189724950884086, 6.185309278350515, 5.824148936170213, 6.772752293577981, 5.73, 7.35, 6.225913757700205, 6.95, 5.470262172284643, 0.0, 0.0, 6.4528679679680465, 4.675335120643432, 6.020459770114942, 6.395365853658537, 0.0, 6.189724950884086, 6.185309278350515, 6.21, 6.772752293577981, 5.73, 7.35, 6.225913757700205, 6.95, 5.470262172284643, 0.0, 0.0, 5.000523138832998, 6.89, 6.63, 6.739564220183486, 4.07, 7.835094339622641, 0.0]"
74,74,X&Y.txt,"Trying hard to speak and
Fighting with my weak hand
Driven to distraction
So part of the plan
When something is broken
And you try to fix it
Trying to repair it
Any way you can
I'm diving off the deep end
You become my best friend
I wanna love you
But I don't know if I can
I know something is broken
And I'm trying to fix it
Trying to repair it
Any way I can

Ooh ooh ooh ooh ooh ooh...

You and me are floating on a tidal wave...
Together
You and me are drifting into outer space...
And singing

Ooh ooh ooh ooh ooh ooh...

You and me are floating on a tidal wave...
Together
You and me are drifting into outer space
You and me are floating on a tidal wave...
Together
You and me are drifting into outer space...
And singing

Ooh ooh ooh ooh ooh ooh...","[5.12, 3.4273493975903615, 0.0, 3.82, 5.43, 6.118947368421052, 4.76, 5.24, 5.124713375796178, 6.608732394366198, 6.44, 6.1, 5.855564304461942, 5.996666666666668, 4.76, 5.24, 5, 0.0, 0.0, 0.0, 6.96, 5, 0.0, 0.0, 5.14, 0.0, 0.0, 0.0, 6.96, 5]","[5.22, 5.210000000000001, 0.0, 5.11, 3.05, 5.33498969072165, 5.86, 4.56, 5.430658578856152, 6.744194373401536, 8.72, 6.38, 4.439913043478261, 5.33498969072165, 5.86, 4.56, 6, 0.0, 0.0, 0.0, 4.69, 6, 0.0, 0.0, 6.78, 0.0, 0.0, 0.0, 4.69, 6]"
